File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location
2011-00695,1/31/2011 9:25,01/26/2010 21:30 - 01/27/2010 12:00,Larceny from MV,1109,North Cambridge,"400 RINDGE Avenue, Cambridge, MA"
2011-00696,1/31/2011 9:36,01/30/2011 00:00 - 01/31/2011 09:21,Threats,304,Inman/Harrington,"900 CAMBRIDGE STREET, Cambridge, MA"
2011-00697,1/31/2011 9:53,01/30/2011 21:00 - 01/31/2011 09:30,Mal. Dest. Property,403,Area 4,"100 WASHINGTON STREET, Cambridge, MA"
2011-00698,1/31/2011 10:53,08/30/2010 12:00 - 01/31/2011 10:50,Larceny (Misc),301,Inman/Harrington,"800 CAMBRIDGE STREET, Cambridge, MA"
2011-00700,1/31/2011 11:17,01/21/2011 16:30 - 01/23/2011 23:00,Housebreak,903,Peabody,"0 LINNAEAN STREET, Cambridge, MA"
2011-00701,1/31/2011 10:33,01/31/2011 10:00 - 10:30,Hit and Run,105,East Cambridge,"0 SIXTH STREET, Cambridge, MA"
2011-00702,1/31/2011 11:09,01/31/2011 10:45 - 11:10,Housebreak,607,Mid-Cambridge,"0 ELLERY STREET, Cambridge, MA"
2011-00703,1/31/2011 11:15,01/31/2011 11:00 - 11:15,Drugs,1010,West Cambridge,"GARDEN STREET & MASON STREET, Cambridge, MA"
2011-00705,1/31/2011 11:58,01/27/2011 20:00 - 21:00,Larceny from Building,1002,West Cambridge,"0 STORY STREET, Cambridge, MA"
2011-00706,1/31/2011 12:22,1/31/2011 12:10,Hit and Run,508,Cambridgeport,"Pleasant STREET & Chestnut STREET, Cambridge, MA"
2011-00707,1/31/2011 13:08,01/31/2011 12:20 - 12:30,Mal. Dest. Property,107,East Cambridge,"100 FIRST STREET, Cambridge, MA"
2011-00708,1/31/2011 13:38,01/31/2011 13:30 - 13:40,Hit and Run,611,Mid-Cambridge,"CAMBRIDGE STREET & QUINCY STREET, Cambridge, MA"
2011-00709,1/31/2011 14:11,12/29/2010 15:11 - 01/31/2011 15:11,Larceny of Plate,604,Mid-Cambridge,"0 FAYETTE STREET, Cambridge, MA"
2011-00712,1/31/2011 15:56,1/31/2011 15:56,Larceny from Person,601,Mid-Cambridge,"MASSACHUSETTS Avenue & PROSPECT STREET, Cambridge, MA"
2011-00714,1/31/2011 14:43,01/29/2011 21:00 - 01/31/2011 14:30,Hit and Run,603,Mid-Cambridge,"0 INMAN PLACE, Cambridge, MA"
2011-00716,1/31/2011 18:01,01/31/2011 16:00 - 18:00,Threats,105,East Cambridge,"300 HURLEY STREET, Cambridge, MA"
2011-00718,1/31/2011 18:57,01/31/2011 18:57 - 19:00,Hit and Run,409,Area 4,"BROADWAY & COLUMBIA STREET, Cambridge, MA"
2011-00720,1/31/2011 20:26,01/31/2011 20:20 - 20:26,Warrant Arrest,406,Area 4,"HAMPSHIRE STREET & TREMONT STREET, Cambridge, MA"
2011-00721,1/31/2011 20:47,01/31/2011 20:00 - 20:59,Aggravated Assault,305,Inman/Harrington,"300 PROSPECT STREET, Cambridge, MA"
2011-00722,1/31/2011 20:01,01/31/2011 17:30 - 20:01,Hit and Run,409,Area 4,"BROADWAY & NORFOLK STREET, Cambridge, MA"
2011-00725,1/31/2011 21:50,1/31/2011 21:50,Simple Assault,304,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2011-00726,1/31/2011 22:06,1/31/2011 22:00,Larceny from Person,708,Riverside,"1300 Massachusetts Avenue, Cambridge, MA"
2011-00727,1/31/2011 22:59,1/31/2011 22:59,Domestic Dispute,107,East Cambridge,"100 SPRING STREET, Cambridge, MA"
2011-00729,2/1/2011 0:05,02/01/2011 00:00 - 00:05,Hit and Run,1107,North Cambridge,"0 PEMBERTON STREET, Cambridge, MA"
2011-00734,2/1/2011 11:06,12/09/2010 00:01 - 01/31/2011 18:05,Harassment,904,Peabody,"0 FERNALD DRIVE, Cambridge, MA"
2011-00735,2/1/2011 11:45,01/28/2011 20:00 - 02/01/2011 11:30,Larceny from Residence,1012,West Cambridge,"0 CHILTON STREET, Cambridge, MA"
2011-00736,2/1/2011 12:48,02/01/2011 04:00 - 06:00,Larceny from Building,605,Mid-Cambridge,"1700 CAMBRIDGE STREET, Cambridge, MA"
2011-00738,2/1/2011 12:56,02/01/2011 10:30 - 11:15,Counterfeiting,708,Riverside,"1300 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00739,2/1/2011 14:06,02/01/2011 11:00 - 14:16,Larceny from Person,302,Inman/Harrington,"Hampshire STREET & Cambridge STREET, Cambridge, MA"
2011-00740,2/1/2011 13:49,01/31/2011 23:00 - 02/01/2011 13:30,Hit and Run,603,Mid-Cambridge,"400 BROADWAY, Cambridge, MA"
2011-00741,2/1/2011 14:47,02/01/2011 14:30 - 14:50,Domestic Dispute,1109,North Cambridge,"100 JACKSON CIRCLE, Cambridge, MA"
2011-00743,2/1/2011 16:27,02/01/2011 15:45 - 16:00,Housebreak,305,Inman/Harrington,"0 PORTSMOUTH STREET, Cambridge, MA"
2011-00746,2/1/2011 17:17,02/01/2011 17:00 - 17:20,Simple Assault,602,Mid-Cambridge,"HARVARD STREET & Lee STREET, Cambridge, MA"
2011-00749,2/1/2011 18:51,02/01/2011 18:41 - 18:51,Domestic Dispute,508,Cambridgeport,"200 HAMILTON STREET, Cambridge, MA"
2011-00750,2/1/2011 19:03,01/31/2011 23:00 - 23:30,Housebreak,1011,West Cambridge,"0 APPLETON STREET, Cambridge, MA"
2011-00751,2/1/2011 19:47,02/01/2011 19:30 - 20:24,Domestic Dispute,613,Mid-Cambridge,"CAMBRIDGE STREET & LINE STREET, Cambridge, MA"
2011-00753,2/1/2011 21:05,2/1/2011 21:00,Domestic Dispute,506,Cambridgeport,"0 LOPEZ STREET, Cambridge, MA"
2011-00754,2/1/2011 21:23,02/01/2011 11:00 - 11:40,Larceny from Building,606,Mid-Cambridge,"100 PRESCOTT STREET, Cambridge, MA"
2011-00755,2/1/2011 21:01,2/1/2011 21:00,Hit and Run,901,Peabody,"GARDEN STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-00757,2/2/2011 9:08,2/2/2011 9:08,Hit and Run,105,East Cambridge,"GORE STREET & SIXTH STREET, Cambridge, MA"
2011-00758,2/2/2011 10:44,02/01/2011 11:17 - 02/02/2011 11:17,Hit and Run,406,Area 4,"0 TREMONT STREET, Cambridge, MA"
2011-00759,2/2/2011 11:04,02/02/2011 11:00 - 11:15,Domestic Dispute,304,Inman/Harrington,"0 YORK STREET, Cambridge, MA"
2011-00760,2/2/2011 11:07,01/28/2011 08:00 - 02/02/2011 00:00,Hit and Run,702,Riverside,"0 SODEN STREET, Cambridge, MA"
2011-00764,2/2/2011 14:52,02/02/2011 15:00 - 15:05,Flim Flam,305,Inman/Harrington,"300 PROSPECT STREET, Cambridge, MA"
2011-00765,2/2/2011 15:03,2/2/2011 15:03,Simple Assault,1109,North Cambridge,"PEMBERTON STREET & SHERMAN STREET, Cambridge, MA"
2011-00766,2/2/2011 16:06,05/04/2010 15:00 - 02/02/2011 16:06,Missing Person,1007,West Cambridge,"0 HILLIARD STREET, Cambridge, MA"
2011-00767,2/2/2011 16:44,02/02/2011 18:19 - 18:20,Hit and Run,706,Riverside,"WESTERN Avenue & DODGE STREET, Cambridge, MA"
2011-00768,2/2/2011 17:25,01/02/2011 19:29 - 02/02/2011 19:28,Harassment,105,East Cambridge,"0 SEVENTH STREET, Cambridge, MA"
2014-03366,5/19/2014 23:10,5/19/2014 23:09,OUI,1101,North Cambridge,0
2011-00770,2/2/2011 16:51,01/29/2011 08:00 - 08:05,Threats,706,Riverside,"0 Putnam Gdns, Cambridge, MA"
2011-00771,2/2/2011 18:33,1/30/2011 19:24,Missing Person,1012,West Cambridge,"200 LAKEVIEW Avenue, Cambridge, MA"
2011-00772,2/2/2011 18:19,2/2/2011 17:50,Domestic Dispute,1014,West Cambridge,"0 ABERDEEN Avenue, Cambridge, MA"
2011-00773,2/2/2011 20:10,02/02/2011 20:09 - 20:10,Warrant Arrest,1002,West Cambridge,"BRATTLE STREET & Harvard SQUARE, Cambridge, MA"
2011-00774,2/2/2011 19:43,02/02/2011 12:00 - 19:43,Larceny from Residence,506,Cambridgeport,"200 PEARL STREET, Cambridge, MA"
2011-00777,2/2/2011 23:21,2/2/2011 23:21,Missing Person,304,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2011-00779,2/3/2011 7:52,02/03/2011 00:00 - 07:30,Larceny from MV,607,Mid-Cambridge,"0 TROWBRIDGE STREET, Cambridge, MA"
2011-00780,2/3/2011 9:05,02/03/2011 07:00 - 09:00,Hit and Run,606,Mid-Cambridge,"500 BROADWAY, Cambridge, MA"
2011-00782,2/3/2011 10:17,02/03/2011 00:00 - 10:15,Larceny from MV,607,Mid-Cambridge,"0 TROWBRIDGE STREET, Cambridge, MA"
2011-00783,2/3/2011 10:53,2/3/2011 11:15,Threats,708,Riverside,"1300 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00785,2/3/2011 11:56,01/10/2011 12:33 - 02/03/2011 11:56,Embezzlement,903,Peabody,"1700 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00787,2/3/2011 13:04,2/2/2011 14:00,Hit and Run,105,East Cambridge,"500 CAMBRIDGE STREET, Cambridge, MA"
2011-00788,2/3/2011 12:37,02/01/2011 12:30 - 02/03/2011 12:30,Larceny (Misc),1001,West Cambridge,"APPIAN WAY & GARDEN STREET, Cambridge, MA"
2011-00789,2/3/2011 13:35,02/01/2011 12:30 - 02/03/2011 12:30,Larceny (Misc),1001,West Cambridge,"APPIAN WAY & GARDEN STREET, Cambridge, MA"
2011-00790,2/3/2011 14:05,2/3/2011 14:00,Domestic Dispute,105,East Cambridge,"100 SIXTH STREET, Cambridge, MA"
2011-00791,2/3/2011 14:34,2/3/2011 14:34,Counterfeiting,509,Cambridgeport,"700 MEMORIAL DRIVE, Cambridge, MA"
2011-00792,2/3/2011 15:08,02/02/2001 22:00 - 02/03/2011 09:00,Hit and Run,502,Cambridgeport,"LANDSDOWNE STREET & PACIFIC STREET, Cambridge, MA"
2011-00793,2/3/2011 15:20,02/01/2011 15:20 - 02/03/2011 15:20,Forgery,910,Peabody,"0 HUBBARD Avenue, Cambridge, MA"
2011-00794,2/3/2011 15:14,2/3/2011 15:14,Domestic Dispute,305,Inman/Harrington,"500 WINDSOR STREET, Cambridge, MA"
2011-00795,2/3/2011 15:56,2/3/2011 16:00,Forgery,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-00797,2/3/2011 17:03,2/2/2011 3:00,Violation of R.O.,507,Cambridgeport,"0 LAUREL STREET, Cambridge, MA"
2011-00798,2/3/2011 17:33,2/3/2011 17:33,Forgery,706,Riverside,"100 HOWARD STREET, Cambridge, MA"
2011-00801,2/3/2011 20:10,2/3/2011 20:10,Aggravated Assault,304,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2011-00802,2/3/2011 20:29,02/03/2011 15:30 - 15:45,Harassment,502,Cambridgeport,"100 LANDSDOWNE STREET, Cambridge, MA"
2011-00806,2/3/2011 22:12,2/3/2011 22:00,Missing Person,1108,North Cambridge,"0 CLIFTON STREET, Cambridge, MA"
2011-00807,2/3/2011 23:23,2/3/2011 23:23,Domestic Dispute,610,Mid-Cambridge,"200 PROSPECT STREET, Cambridge, MA"
2011-00808,2/3/2011 22:36,02/03/2011 20:00 - 21:30,Larceny from Person,1003,West Cambridge,"1000 MEMORIAL DRIVE, Cambridge, MA"
2011-00810,2/4/2011 0:23,02/03/2011 09:00 - 02/04/2011 00:10,Housebreak,609,Mid-Cambridge,"300 HARVARD STREET, Cambridge, MA"
2011-00814,2/4/2011 3:14,2/4/2011 3:14,Rec. Stol. Property,501,Cambridgeport,"BROOKLINE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-00816,2/4/2011 7:43,02/03/2011 21:00 - 02/04/2011 07:43,Hit and Run,602,Mid-Cambridge,"0 BIGELOW STREET, Cambridge, MA"
2011-00818,2/4/2011 9:16,02/03/2011 22:00 - 02/04/2011 09:00,Hit and Run,301,Inman/Harrington,"200 WILLOW STREET, Cambridge, MA"
2011-00819,2/4/2011 9:43,02/04/2011 07:30 - 09:40,Hit and Run,204,MIT,"200 VASSAR STREET, Cambridge, MA"
2011-00822,2/4/2011 10:01,2/4/2011 10:56,Mal. Dest. Property,510,Cambridgeport,"Callender STREET & Hews STREET, Cambridge, MA"
2011-00823,2/4/2011 10:41,02/03/2011 15:40 - 02/04/2011 11:00,Hit and Run,403,Area 4,"100 WASHINGTON STREET, Cambridge, MA"
2011-00824,2/4/2011 10:48,02/01/2011 13:00 - 02/03/2011 17:00,Larceny from MV,106,East Cambridge,"0 LAMBERT STREET, Cambridge, MA"
2011-00825,2/4/2011 11:37,02/04/2010 12:01 - 02/04/2011 12:01,Hit and Run,510,Cambridgeport,"800 MEMORIAL DRIVE, Cambridge, MA"
2011-00827,2/4/2011 11:03,02/04/2011 08:55 - 10:30,Larceny from Building,1101,North Cambridge,"0 White STREET, Cambridge, MA"
2011-00828,2/4/2011 13:34,02/04/2011 09:30 - 12:30,Hit and Run,804,Agassiz,"0 PRENTISS STREET, Cambridge, MA"
2011-00829,2/4/2011 15:05,02/04/2011 14:50 - 15:05,Hit and Run,1105,North Cambridge,"2000 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00830,2/4/2011 13:29,02/04/2011 11:30 - 12:30,Mal. Dest. Property,509,Cambridgeport,"700 Memorial DRIVE, Cambridge, MA"
2011-00831,2/4/2011 15:23,02/04/2011 15:20 - 15:23,Hit and Run,704,Riverside,"0 HOWARD STREET, Cambridge, MA"
2011-00832,2/4/2011 15:58,02/04/2011 15:58 - 16:00,Hit and Run,405,Area 4,"100 WINDSOR STREET, Cambridge, MA"
2011-00833,2/4/2011 16:37,02/04/2011 07:00 - 16:30,Hit and Run,702,Riverside,"600 GREEN STREET, Cambridge, MA"
2011-00834,2/4/2011 17:08,02/04/2011 09:00 - 17:00,Hit and Run,801,Agassiz,"0 OXFORD STREET, Cambridge, MA"
2011-00836,2/4/2011 18:32,02/04/2011 18:00 - 18:30,Mal. Dest. Property,1102,North Cambridge,"2300 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00837,2/4/2011 21:51,2/4/2011 21:51,Simple Assault,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2011-00839,2/5/2011 0:10,02/05/2011 00:05 - 00:10,Simple Assault,702,Riverside,"BAY STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-00840,2/5/2011 0:16,2/5/2011 0:16,Larceny from Residence,803,Agassiz,"0 MELLEN STREET, Cambridge, MA"
2011-00841,2/5/2011 0:50,02/04/2011 12:01 - 02/05/2011 00:50,Harassment,1014,West Cambridge,"100 GROZIER ROAD , Cambridge, MA"
2011-00842,2/5/2011 0:16,02/05/2011 00:14 - 00:16,Drugs,107,East Cambridge,"CAMBRIDGE STREET & THIRD STREET, Cambridge, MA"
2011-00843,2/5/2011 2:49,2/5/2011 2:49,Aggravated Assault,708,Riverside,"100 Mount Auburn STREET, Cambridge, MA"
2011-00844,2/5/2011 8:52,2/5/2011 6:00,Larceny of Plate,607,Mid-Cambridge,"1200 Massachusetts Avenue, Cambridge, MA"
2011-00845,2/5/2011 8:48,02/04/2011 20:30 - 02/05/2011 08:30,Hit and Run,602,Mid-Cambridge,"0 BIGELOW STREET, Cambridge, MA"
2011-00848,2/4/2011 12:27,10/14/2010 12:00 - 02/04/2011 12:27,Flim Flam,304,Inman/Harrington,"700 CAMBRIDGE STREET, Cambridge, MA"
2011-00852,2/5/2011 11:57,02/04/2011 18:30 - 22:00,Hit and Run,1002,West Cambridge,"100 CHURCH STREET, Cambridge, MA"
2011-00854,2/5/2011 11:59,02/04/2011 17:30 - 19:00,Hit and Run,1009,West Cambridge,"CONCORD Avenue & WALDEN STREET, Cambridge, MA"
2011-00856,2/5/2011 11:11,02/04/2011 12:00 - 02/05/2011 10:30,Hit and Run,1015,West Cambridge,"200 BRATTLE STREET, Cambridge, MA"
2011-00857,2/5/2011 10:17,2/5/2011 10:15,Hit and Run,901,Peabody,"Massachusetts Avenue & Waterhouse STREET, Cambridge, MA"
2011-00859,2/5/2011 13:44,02/05/2011 13:30 - 13:40,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-00860,2/5/2011 12:54,02/01/2011 17:04 - 02/02/2011 08:04,Hit and Run,910,Peabody,"100 BOLTON STREET, Cambridge, MA"
2011-00861,2/5/2011 15:38,01/30/2011 17:00 - 23:00,Forgery,501,Cambridgeport,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00862,2/5/2011 16:09,02/05/2011 12:45 - 16:00,Larceny from Person,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2011-00863,2/5/2011 16:10,10/05/2010 12:00 - 02/05/2011 16:00,Larceny (Misc),1012,West Cambridge,"500 CONCORD Avenue, Cambridge, MA"
2011-00864,2/5/2011 15:44,02/04/2011 16:44 - 02/05/2011 16:45,Harassment,1102,North Cambridge,"0 CAMERON Avenue, Cambridge, MA"
2011-00865,2/5/2011 16:53,02/01/2011 12:00 - 02/03/2011 12:00,Hit and Run,905,Peabody,"0 LANCASTER STREET, Cambridge, MA"
2011-00868,2/5/2011 16:56,2/5/2011 16:56,Threats,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00869,2/5/2011 17:27,02/05/2011 16:27 - 17:27,Rec. Stol. Property,107,East Cambridge,"CAMBRIDGE STREET & First STREET, Cambridge, MA"
2014-04242,6/18/2014 0:27,6/18/2014 0:26,OUI,602,Mid-Cambridge,0
2011-00870,2/5/2011 17:28,2/5/2011 17:28,Larceny from Building,105,East Cambridge,"500 CAMBRIDGE STREET, Cambridge, MA"
2011-00871,2/5/2011 18:15,02/05/2011 16:30 - 18:00,Hit and Run,108,East Cambridge,"BENT STREET & SECOND STREET, Cambridge, MA"
2011-00873,2/5/2011 23:49,2/5/2011 23:39,Aggravated Assault,602,Mid-Cambridge,"900 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00874,2/6/2011 3:14,02/05/2011 21:00 - 02/06/2011 03:14,Hit and Run,408,Area 4,"MAIN STREET & WINDSOR STREET, Cambridge, MA"
2011-00876,2/6/2011 8:40,02/05/2011 00:01 - 10:00,Hit and Run,1015,West Cambridge,"200 BRATTLE STREET, Cambridge, MA"
2011-00877,2/6/2011 9:14,02/06/2011 08:45 - 09:10,Larceny from MV,603,Mid-Cambridge,"CHATHAM STREET & HANCOCK STREET, Cambridge, MA"
2011-00878,2/6/2011 9:50,01/30/2011 12:00 - 02/06/2011 12:00,Hit and Run,305,Inman/Harrington,"100 TREMONT STREET, Cambridge, MA"
2011-00880,2/6/2011 10:30,02/05/2011 19:00 - 02/06/2011 10:00,Mal. Dest. Property,706,Riverside,"MAGEE STREET & PUTNAM AVENUE, Cambridge, MA"
2011-00882,2/6/2011 11:48,2/6/2011 16:08,Hit and Run,107,East Cambridge,"100 FIRST STREET, Cambridge, MA"
2011-00883,2/6/2011 11:38,02/04/2011 18:30 - 02/06/2011 11:00,Hit and Run,107,East Cambridge,"SECOND STREET & CAMBRIDGE STREET, Cambridge, MA"
2011-00884,2/6/2011 13:55,2/6/2011 13:55,Trespassing,411,Area 4,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00885,2/6/2011 14:06,02/04/2011 14:00 - 02/06/2011 14:00,Mal. Dest. Property,301,Inman/Harrington,"0 MARION STREET, Cambridge, MA"
2011-00886,2/6/2011 15:04,02/06/2011 13:00 - 14:00,Hit and Run,107,East Cambridge,"THORNDIKE STREET & SECOND STREET, Cambridge, MA"
2011-00888,2/6/2011 16:16,2/6/2011 16:16,Hit and Run,201,MIT,"AMES STREET & BROADWAY, Cambridge, MA"
2011-00889,2/6/2011 16:06,02/05/2011 10:30 - 15:05,Hit and Run,1102,North Cambridge,"0 DOVER STREET, Cambridge, MA"
2011-00890,2/6/2011 16:25,02/06/2011 14:00 - 15:00,Hit and Run,1006,West Cambridge,"0 Craigie STREET, Cambridge, MA"
2011-00892,2/6/2011 16:43,02/05/2011 18:30 - 02/06/2011 11:30,Hit and Run,804,Agassiz,"0 FOREST STREET, Cambridge, MA"
2011-00893,2/6/2011 18:28,2/6/2011 18:28,Commercial Robbery,401,Area 4,"600 TECHNOLOGY SQUARE, Cambridge, MA"
2011-00895,2/6/2011 19:55,2/6/2011 19:55,Domestic Dispute,912,Peabody,"300 GARDEN STREET, Cambridge, MA"
2011-00896,2/6/2011 20:20,02/06/2011 20:10 - 20:20,Aggravated Assault,501,Cambridgeport,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00897,2/6/2011 20:49,2/6/2011 20:49,Simple Assault,1002,West Cambridge,"100 Mount Auburn STREET, Cambridge, MA"
2011-00898,2/7/2011 0:31,02/07/2011 00:01 - 00:31,Street Robbery,905,Peabody,"Upland ROAD  & Buena Vista Park, Cambridge, MA"
2011-00899,2/7/2011 4:22,2/7/2011 4:22,Peeping & Spying,302,Inman/Harrington,"400 PROSPECT STREET, Cambridge, MA"
2011-00900,2/7/2011 7:16,02/06/2011 19:30 - 02/07/2011 07:00,Mal. Dest. Property,706,Riverside,"200 BANKS STREET, Cambridge, MA"
2011-00901,2/7/2011 8:24,02/05/2011 22:00 - 02/06/2011 08:00,Larceny from Residence,605,Mid-Cambridge,"1700 CAMBRIDGE STREET, Cambridge, MA"
2011-00903,2/7/2011 9:45,02/04/2011 15:10 - 15:30,Hit and Run,503,Cambridgeport,"HAMILTON STREET & SIDNEY STREET, Cambridge, MA"
2011-00904,2/7/2011 10:35,02/05/2011 12:00 - 02/07/2011 12:25,Hit and Run,1201,Highlands,"200 ALEWIFE BROOK PKY, Cambridge, MA"
2011-00905,2/7/2011 13:02,02/04/2011 12:00 - 14:00,Housebreak,507,Cambridgeport,"100 MAGAZINE STREET, Cambridge, MA"
2011-00906,2/7/2011 13:03,02/03/2011 00:00 - 02/04/2011 00:00,Forgery,105,East Cambridge,"100 FIFTH STREET, Cambridge, MA"
2011-00907,2/7/2011 13:41,02/04/2011 13:00 - 14:00,Larceny from Person,1002,West Cambridge,"Harvard SQUARE MBTA Stat & Harvard SQUARE MBTA Stat, Cambridge, MA"
2011-00908,2/7/2011 13:28,02/07/2011 13:30 - 14:30,Simple Assault,510,Cambridgeport,"800 MEMORIAL DRIVE, Cambridge, MA"
2011-00909,2/7/2011 14:41,2/7/2011 7:40,Forgery,1012,West Cambridge,"200 LAKEVIEW Avenue, Cambridge, MA"
2011-00910,2/7/2011 14:56,02/04/2011 07:20 - 02/07/2011 13:30,Larceny from Residence,101,East Cambridge,"0 MUSEUM WAY, Cambridge, MA"
2011-00911,2/7/2011 15:46,02/07/2011 15:46 - 17:27,Threats,105,East Cambridge,"600 CAMBRIDGE STREET, Cambridge, MA"
2011-00912,2/7/2011 15:53,01/29/2011 19:00 - 01/30/2011 20:30,Hit and Run,108,East Cambridge,"Second STREET & Rogers STREET, Cambridge, MA"
2011-00913,2/7/2011 17:05,02/03/2011 23:00 - 02/04/2011 08:00,Mal. Dest. Property,405,Area 4,"CHERRY STREET & WASHINGTON STREET, Cambridge, MA"
2011-00914,2/7/2011 16:54,2/7/2011 16:56,Aggravated Assault,304,Inman/Harrington,"400 CARDINAL MEDEIROS Avenue, Cambridge, MA"
2011-00915,2/7/2011 16:38,2/7/2011 16:38,Threats,1106,North Cambridge,"100 CEDAR STREET, Cambridge, MA"
2011-00916,2/7/2011 16:37,02/07/2011 16:30 - 16:37,Hit and Run,707,Riverside,"0 FLAGG STREET, Cambridge, MA"
2011-00917,2/7/2011 18:33,01/28/2011 21:00 - 22:00,Larceny from MV,602,Mid-Cambridge,"ELLERY STREET & Ellery STREET, Cambridge, MA"
2011-00920,2/7/2011 21:39,2/7/2011 21:39,Hit and Run,1112,North Cambridge,"BLAKE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-00921,2/7/2011 22:05,02/07/2011 19:39 - 19:40,Hit and Run,406,Area 4,"TREMONT STREET & Tremont STREET, Cambridge, MA"
2011-00925,2/8/2011 8:56,02/06/2011 16:00 - 02/07/2011 13:30,Hit and Run,301,Inman/Harrington,"EVERETEZE WAY & Evereteze Way, Cambridge, MA"
2011-00926,2/8/2011 9:11,02/08/2011 08:30 - 08:45,Hit and Run,804,Agassiz,"0 SACRAMENTO STREET, Cambridge, MA"
2011-00928,2/8/2011 10:48,02/07/2011 07:00 - 17:45,Hit and Run,608,Mid-Cambridge,"800 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00930,2/8/2011 12:20,02/07/2011 20:00 - 02/08/2011 07:45,Larceny from MV,305,Inman/Harrington,"400 WINDSOR STREET, Cambridge, MA"
2011-00931,2/8/2011 12:22,02/08/2011 12:22 - 13:00,Hit and Run,506,Cambridgeport,"200 AUBURN STREET, Cambridge, MA"
2011-00932,2/8/2011 13:48,07/01/2010 14:01 - 09/30/2010 14:01,Larceny from Residence,507,Cambridgeport,"0 MAGAZINE STREET, Cambridge, MA"
2011-00935,2/8/2011 14:03,02/07/2011 14:00 - 02/08/2011 14:00,Hit and Run,805,Agassiz,"0 CRESCENT STREET, Cambridge, MA"
2011-00936,2/8/2011 15:58,02/02/2011 19:30 - 02/08/2011 16:00,Auto Theft,607,Mid-Cambridge,"0 WARE STREET, Cambridge, MA"
2011-00937,2/8/2011 15:40,01/26/2011 07:50 - 07:55,Hit and Run,1006,West Cambridge,"CONCORD Avenue & PARKER STREET, Cambridge, MA"
2011-00938,2/8/2011 16:08,02/08/2011 16:08 - 16:10,Hit and Run,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2011-00942,2/8/2011 18:02,2/8/2011 18:02,Domestic Dispute,304,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2011-00943,2/8/2011 18:27,2/8/2011 18:27,Domestic Dispute,606,Mid-Cambridge,"400 BROADWAY, Cambridge, MA"
2011-00944,2/8/2011 18:38,01/08/2011 18:35 - 19:40,Domestic Dispute,912,Peabody,"0 HAZEL STREET, Cambridge, MA"
2011-00945,2/8/2011 17:45,02/07/2011 21:45 - 21:50,Hit and Run,406,Area 4,"100 HAMPSHIRE STREET, Cambridge, MA"
2011-00946,2/8/2011 19:55,02/08/2011 18:00 - 19:30,Housebreak,507,Cambridgeport,"0 ROCKWELL STREET, Cambridge, MA"
2011-00947,2/8/2011 18:47,02/08/2011 18:10 - 18:45,Housebreak,507,Cambridgeport,"0 LAUREL STREET, Cambridge, MA"
2011-00948,2/8/2011 18:36,2/8/2011 19:45,Hit and Run,510,Cambridgeport,"100 FAIRMONT STREET, Cambridge, MA"
2011-00949,2/8/2011 20:58,02/08/2011 20:55 - 20:58,Simple Assault,1002,West Cambridge,"100 BRATTLE STREET, Cambridge, MA"
2011-00950,2/8/2011 21:29,02/08/2011 19:00 - 21:00,Larceny from MV,107,East Cambridge,"FIRST STREET & THORNDIKE STREET, Cambridge, MA"
2011-00951,2/9/2011 5:48,2/9/2011 5:48,Threats,603,Mid-Cambridge,"300 HARVARD STREET, Cambridge, MA"
2011-00953,2/9/2011 11:13,11/08/2010 16:23 - 02/09/2011 11:13,Harassment,105,East Cambridge,"300 HURLEY STREET, Cambridge, MA"
2011-00954,2/9/2011 12:46,02/08/2011 17:00 - 17:30,Hit and Run,1104,North Cambridge,"GLADSTONE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2011-00955,2/9/2011 12:48,2/9/2011 12:00,Harassment,105,East Cambridge,"300 HURLEY STREET, Cambridge, MA"
